"Data include samples collected between October 1, 2013 - September 30, 2017",,,,,,,,,,,
"Data Extracted January 3, 2018",,,,,,,,,,,
EstablishmentId,EstablishmentNumber,EstablishmentName,State,ProjectCode,ProjectName,FormId,CollectionDate,SampleSource,EColiO157H7Analysis,SalmonellaSpAnalysis,NonO157STECAnalysis
7042,M2574B+P2574B,Wolverine Packing Co.                                                                               ,MI,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",100836147,7/10/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,Negative
7042,M2574B+P2574B,Wolverine Packing Co.                                                                               ,MI,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",100836148,7/11/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,Negative
7042,M2574B+P2574B,Wolverine Packing Co.                                                                               ,MI,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",100836150,7/14/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,Negative
7042,M2574B+P2574B,Wolverine Packing Co.                                                                               ,MI,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",100831435,7/15/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,Negative
7,M96,Central Beef Ind. LLC                                                                               ,FL,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100844141,7/15/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
7042,M2574B+P2574B,Wolverine Packing Co.                                                                               ,MI,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",100831434,7/16/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,Negative
7042,M2574B+P2574B,Wolverine Packing Co.                                                                               ,MI,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",100843640,7/17/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,Negative
7,M96,Central Beef Ind. LLC                                                                               ,FL,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100844144,7/17/2014,Product-Raw-Intact-Beef,Negative,Positive,Negative
3059,M7644+P7644+V7644,Kota Meats Inc.                                                                                     ,ND,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100856081,7/21/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100858544,7/22/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100858545,7/22/2014,Product-Raw-Intact-Beef,Negative,Positive,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100858546,7/23/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100860166,7/23/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
7042,M2574B+P2574B,Wolverine Packing Co.                                                                               ,MI,MT44T,"Follow-up E.coli Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",100836146,7/23/2014,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,Negative,Negative
4829,M966+P19049+V966,Univ of Arizona Food Products & Safety Lab                                                          ,AZ,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100857212,7/23/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
7,M96,Central Beef Ind. LLC                                                                               ,FL,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100856332,7/23/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
7,M96,Central Beef Ind. LLC                                                                               ,FL,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100856329,7/24/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
7,M96,Central Beef Ind. LLC                                                                               ,FL,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100861157,7/25/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
9140,M27467+P27467+V27467,"A.J.'s Lena Maid Meats, Inc.                                                                        ",IL,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100860197,7/25/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100862230,7/25/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100862229,7/25/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
2970,M683,"PM Beef Holdings, LLC                                                                               ",MN,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100852326,7/28/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
12761,M34569+V34569,Ohio Farms Packing Co. Ltd.                                                                         ,OH,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100862779,7/29/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
4829,M966+P19049+V966,Univ of Arizona Food Products & Safety Lab                                                          ,AZ,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100862423,7/30/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
9140,M27467+P27467+V27467,"A.J.'s Lena Maid Meats, Inc.                                                                        ",IL,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100863172,7/31/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
7,M96,Central Beef Ind. LLC                                                                               ,FL,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100861104,7/31/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100863906,7/31/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100863905,7/31/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
7,M96,Central Beef Ind. LLC                                                                               ,FL,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100861171,8/1/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
4829,M966+P19049+V966,Univ of Arizona Food Products & Safety Lab                                                          ,AZ,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100869510,8/4/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
7,M96,Central Beef Ind. LLC                                                                               ,FL,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100861114,8/5/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
12761,M34569+V34569,Ohio Farms Packing Co. Ltd.                                                                         ,OH,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100869202,8/5/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100871185,8/6/2014,Product-Raw-Intact-Beef,Negative,Positive,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100871186,8/6/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
7,M96,Central Beef Ind. LLC                                                                               ,FL,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100861161,8/6/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
2970,M683,"PM Beef Holdings, LLC                                                                               ",MN,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100866380,8/6/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
2970,M683,"PM Beef Holdings, LLC                                                                               ",MN,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100866381,8/7/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
7,M96,Central Beef Ind. LLC                                                                               ,FL,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100861115,8/7/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
2970,M683,"PM Beef Holdings, LLC                                                                               ",MN,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100866382,8/8/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
5289,M6063A,"Central Valley Meat Co., Inc.                                                                       ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100874839,8/8/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
4829,M966+P19049+V966,Univ of Arizona Food Products & Safety Lab                                                          ,AZ,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100875682,8/11/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
7,M96,Central Beef Ind. LLC                                                                               ,FL,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100861116,8/11/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
7,M96,Central Beef Ind. LLC                                                                               ,FL,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100861190,8/12/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
3283,M960A,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100876696,8/12/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
3283,M960A,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100876698,8/12/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
3059,M7644+P7644+V7644,Kota Meats Inc.                                                                                     ,ND,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100874894,8/12/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100876231,8/12/2014,Product-Raw-Intact-Beef,Negative,Negative,Negative
